City,Category,Business name,Owner / contact,Phone,Email,Website,Instagram / Facebook,Google rating,Review count,Biggest gap,Source,Best channel,Status,Last contact,Next action,Address,Maps link
Birmingham,landscapers,K.C.E Landscapes,,07368 108594,,https://www.facebook.com/KCElandscapes/,,5,4,Only 4 reviews,Google Places,,New,,,"24 Granshaw Cl, Birmingham B38 8RA, UK",https://maps.google.com/?cid=6097134517388930273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,landscapers,Supreme Landscaping,,07915 977868,dlghomeimprovements@outlook.com,https://supreme-landscaping.ueniweb.com/,,3,4,Only 4 reviews,Google Places,,New,,,"25 Tugford Rd, Birmingham B29 4PU, UK",https://maps.google.com/?cid=7921540226952823240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,landscapers,Dove Landscapes,,07970 787382,,https://www.dove-landscapes.co.uk/,,3,4,Only 4 reviews,Google Places,,New,,,"17 Lynfield Cl, Birmingham B38 9RL, UK",https://maps.google.com/?cid=706271356277054540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,landscapers,Sutton Landscapes,,07540 659070,,http://suttonlandscapes.co.uk/,,4,4,Only 4 reviews,Google Places,,New,,,"9 Warden Rd, The Royal Town of Sutton Coldfield, Birmingham, Sutton Coldfield B73 5SB, UK",https://maps.google.com/?cid=5796851330747543199&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,EC Electrical,,07974 720289,info@ecelectrical.co.uk,http://www.ecelectrical.co.uk/,,5,4,Only 4 reviews,Google Places,,New,,,"23 Machin Rd, Erdington, Birmingham B23 6DR, UK",https://maps.google.com/?cid=18211374943175256495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,CES - Countrywide Electrical Services Ltd,,0121 248 1400,admin@ceslimited.uk.com,http://www.ceslimited.uk.com/,,3.5,4,Only 4 reviews,Google Places,,New,,,"Warwick House, 76 Summer Ln, Birmingham B19 3NG, UK",https://maps.google.com/?cid=10519349468305750786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,personal trainers,Ironphenatix Training Academy,,07938 160907,ironphenatix@gmail.com,http://www.ironphenatix.co.uk/,,5,4,Only 4 reviews,Google Places,,New,,,"55 Colmore Row, Birmingham B3 2AA, UK",https://maps.google.com/?cid=15610652432805633192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,personal trainers,Alsop Fitness,,07904 671673,,https://www.alsopfitness.co.uk/,,5,4,Only 4 reviews,Google Places,,New,,,"22 George Rd, Birmingham B15 1PJ, UK",https://maps.google.com/?cid=9003477752919282838&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,accountants,Grant Thornton UK (Birmingham),,0121 212 4000,,http://www.grantthornton.co.uk/,,4.8,4,Only 4 reviews,Google Places,,New,,,"17th Floor, 103 Colmore Row, Birmingham B3 3AG, UK",https://maps.google.com/?cid=16729473515206134638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,accountants,"Breslins Chartered Accountants, Tax & Business Advisers - BIRMINGHAM",,0121 233 0456,,http://www.breslins.co.uk/,,5,4,Only 4 reviews,Google Places,,New,,,"Crosby Court, 28 George St, Birmingham B3 1QG, UK",https://maps.google.com/?cid=7660043455484198836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,mortgage brokers,LT Mortgages,,0333 014 5656,info@lt-mortgages.com,http://lt-mortgages.com/,,5,4,Only 4 reviews,Google Places,,New,,,"34 Coventry Rd, Birmingham B46 3EE, UK",https://maps.google.com/?cid=14430138801774480027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,mortgage brokers,Mortgagesfullstop,,0121 454 7018,ryszard@mortgagesfullstop.co.uk,http://www.mortgagesfullstop.co.uk/,,5,4,Only 4 reviews,Google Places,,New,,,"12b, 145 Granville St, Birmingham B1 1SB, UK",https://maps.google.com/?cid=6797661557971522670&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,cleaning companies,Glimmr: House & Office Cleaners in Birmingham,,020 8158 8505,support@glimmr.co.uk,https://glimmr.co.uk/?utm_source=gbp-Birmingham&utm_medium=local&utm_campaign=Organic,,4,4,Only 4 reviews,Google Places,,New,,,"Office 1, Izabella House, 24-26 Regent Pl, Birmingham B1 3NJ, UK",https://maps.google.com/?cid=2654881326060330381&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,Cleverley Builders Limited,,0117 978 0350,,http://cleverleybuilders.co.uk/,,4.2,5,Only 5 reviews,Google Places,,New,,,"Whitchurch Ln, Bristol, Dilharem BS13 7TA, UK",https://maps.google.com/?cid=6213087666224395244&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,Court Construction (Bristol) Ltd,,0117 902 0066,courtc@courtconstruction.co.uk,http://www.courtconstruction.co.uk/,,3.4,5,Only 5 reviews,Google Places,,New,,,"Suite 1, Liberty House, S Liberty Ln, Bristol BS3 2ST, UK",https://maps.google.com/?cid=339389636945426800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,Nice Bristol Roofing Company,,0117 214 1175,,https://bristol-roofing-company.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Hamilton House, 80 Stokes Croft, St Paul's, Bristol BS1 3QY, UK",https://maps.google.com/?cid=16941478798230768839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,TnT Roofing Services Bristol,,07938 109894,info@tnt-roofing.co.uk,https://tnt-roofing.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"13 Harbury Rd, Henleaze, Bristol BS9 4PN, UK",https://maps.google.com/?cid=15878503172606667267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,DLS roofing and maintenance,,07767 376181,,https://brand.site/dlsroofing,,5,5,Only 5 reviews,Google Places,,New,,,"3 Bruton Cl, Bristol, Bs57qf BS5 7QF, UK",https://maps.google.com/?cid=5497401828470852938&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,Strandek Flat Roofing Bristol,,0117 290 0050,info@strandekflatroofingbristol.co.uk,https://www.strandekflatroofingbristol.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Newminster House, 27-29 Baldwin St, Bristol BS1 1LT, UK",https://maps.google.com/?cid=16953142000796327504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,JP Roofing,,07852 907033,jproofing@outlook.com,https://www.jp-roofing.com/,,5,5,Only 5 reviews,Google Places,,New,,,"11 Coulson's Rd, Bristol BS14 0NJ, UK",https://maps.google.com/?cid=15684029477352775729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,roofers,Paul O'Brien Roofing and Building Ltd,,0117 952 2522,admin@paulobrienroofing.co.uk,https://www.paulobrienroofing.co.uk/,,3.4,5,Only 5 reviews,Google Places,,New,,,"Unit 5 Victoria Grove, Bedminster, Bristol BS3 4AN, UK",https://maps.google.com/?cid=11800654557576140546&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,landscapers,Charlotte Payne Garden Design,,07525 253534,,https://www.charlottepaynegardendesign.com/,,5,5,Only 5 reviews,Google Places,,New,,,"Prospect Ave, Bristol BS15 1NE, UK",https://maps.google.com/?cid=8189427753546499742&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,plumbers,Central Bristol Plumbing,,0117 214 1209,,http://central-bristol-plumbing.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"The Coach house, 2 Upper York St, St Paul's, Bristol BS2 8QN, UK",https://maps.google.com/?cid=16457838458083462931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driveway and paving,A P Clark & Son Paving & Surfacing Contractors,,07889 363073,,https://apclarksurfacingcontractors.co.uk/,,4.2,5,Only 5 reviews,Google Places,,New,,,"311 Dean Rd, Avonmouth, Bristol BS11 8AT, UK",https://maps.google.com/?cid=9787184447985318482&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,personal trainers,Kate Flynn Health & Fitness,,07840 268769,,http://www.kate-fit.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Church Hl, Brislington, Bristol BS4 4LT, UK",https://maps.google.com/?cid=3529595692188679452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,accountants,Lloydbottoms Ltd Chartered Accountants - Bristol - Staple Hill,,0117 957 3537,principal@lloydbottoms.co.uk,http://www.lloydbottoms.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"118 High St, Staple Hill, Bristol BS16 5HH, UK",https://maps.google.com/?cid=9350353583245961890&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,accountants,Stanley Joseph,,0117 953 5335,,https://www.sjl.org.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Suite 1, Liberty House, S Liberty Ln, Bristol BS3 2ST, UK",https://maps.google.com/?cid=16123042205461049249&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,solicitors,JF Law Personal Injury Solicitors,,0117 454 7867,,https://www.jflaw.co.uk/office-locations/bristol-personal-injury-solicitors/,,5,5,Only 5 reviews,Google Places,,New,,,"Castlemead, Lower Castle St, Bristol BS1 3AG, UK",https://maps.google.com/?cid=17863846753018609483&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,solicitors,Quay Legal,,0117 462 3100,query@quaylegal.co.uk,http://quaylegal.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"13/14 Orchard St, Bristol BS1 5EH, UK",https://maps.google.com/?cid=14548014696174332273&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,solicitors,Bristol Company Solicitors LLP,,0117 463 7126,reception@beale-law.com,http://www.beale-law.com/,,5,5,Only 5 reviews,Google Places,,New,,,"Queen Square, Bristol BS1 4QP, UK",https://maps.google.com/?cid=11608988053130274936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,On The Road Driving School,,07584 578238,lessons@ontheroaddrivingschool.co.uk,https://www.ontheroaddrivingschool.co.uk/,,4.2,5,Only 5 reviews,Google Places,,New,,,"12 Westcourt Dr, Oldland Common, Bristol BS30 9RU, UK",https://maps.google.com/?cid=88569045112671311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Affordable Cleaning Services,,0117 969 6476,sales@affordablecleaning.co.uk,http://www.affordablecleaning.co.uk/,,4.2,5,Only 5 reviews,Google Places,,New,,,"Unit 3, monarch house, 1-7 Smyth Rd, Bristol BS3 2BX, UK",https://maps.google.com/?cid=8702535156631382311&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Cleaners Bristol,,0117 251 0184,contact@cleanersbristol.co.uk,https://cleanersbristol.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"549, Clifton Heights, Triangle W, Clifton, Bristol BS8 1EJ, UK",https://maps.google.com/?cid=15044282043583574034&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Eco Sheen Commercial & Office Cleaning Services,,0117 251 0143,,https://ecosheen.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"45-47 Stokes Croft, Bristol BS1 3QP, UK",https://maps.google.com/?cid=16885925431772845079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,C J Jones Installations Ltd,,0121 241 5963,cjjonesinstallations@outlook.com,https://www.cjjonesinstallations.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"23 Poppy Ln, Birmingham B24 0EJ, UK",https://maps.google.com/?cid=4208492576526547523&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,kitchen fitters,Lifestyle Home Improvements,,0121 474 4534,,http://www.lifestylerooms.co.uk/,,4.8,5,Only 5 reviews,Google Places,,New,,,"1052 Yardley Wood Rd, Yardley Wood, Birmingham B14 4BW, UK",https://maps.google.com/?cid=88640396652737278&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,Birmingham Contractors Limited,,0121 798 2725,,https://www.facebook.com/birminghamcontractors/,,5,5,Only 5 reviews,Google Places,,New,,,"Studio 9, 50-54 St Paul's Square, Birmingham B3 1QA, UK",https://maps.google.com/?cid=1561669476926181087&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,DBL Builders Limited,,07385 095973,info@dblbuilders.co.uk,https://dblbuilderslimited.com/,,5,5,Only 5 reviews,Google Places,,New,,,"24 Greenend Rd, Moseley, Birmingham B13 9TJ, UK",https://maps.google.com/?cid=3532573014694077773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,Edward Construction,,0121 389 3429,info@edwardconstruction.co.uk,https://www.edwardconstruction.co.uk/,,4.2,5,Only 5 reviews,Google Places,,New,,,"91-92 Charles Henry St, Birmingham B12 0SJ, UK",https://maps.google.com/?cid=4385539347693439194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,builders,Lota Builders & Co Ltd,,0121 449 8200,info@lotabuilders.co.uk,http://www.lotabuilders.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"114 Silver St, King's Heath, Birmingham B14 7QT, UK",https://maps.google.com/?cid=7014673745786563518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,roofers,Aqua Roofing Birmingham,,07973 538514,genieroofer@yahoo.com,https://aquaroofingspecialists.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Kilmorie Rd, Birmingham B27 6AY, UK",https://maps.google.com/?cid=6404177980167504715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,roofers,DS Roofing Specialist,,07500 880435,dsroofingspecialist@gmail.com,https://www.dsroofingspecialist.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"202 Mackadown Ln, Birmingham B33 0JG, UK",https://maps.google.com/?cid=14582832128895744071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,landscapers,Garden and Landscaping Services,,07876 059522,,http://www.gnlservices.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Fairgate House, Kings Rd, Tyseley, Birmingham B25 8HR, UK",https://maps.google.com/?cid=15464460097823108409&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,landscapers,P W Gardening & Regular Maintenance,,07505 107366,info@moseleygardening.co.uk,https://moseleygardening.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"9 Oxford Rd, Moseley, Birmingham B13 9EJ, UK",https://maps.google.com/?cid=5262758587022390423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,electricians,Birmingham Advanced Electrical,,(512) 828-8151,contact@bhamadvancedelectrical.com,https://bestbirminghamelectrician.com/,,5,5,Only 5 reviews,Google Places,,New,,,"204 W Valley Ave STE 104, Birmingham, AL 35209, USA",https://maps.google.com/?cid=15374786758145219430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,plumbers,Firstgas Emergency Plumber - Birmingham,,0121 400 0246,,http://www.firstgasemergencyplumberbirmingham.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"109 Guildford Dr, Birmingham B19 2LZ, UK",https://maps.google.com/?cid=14927834418445885084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,plumbers,Esbah Limted,,0121 582 2355,,https://www.emergencyplumber.services/,,3.4,5,Only 5 reviews,Google Places,,New,,,"106 Landswood Cl, Kingstanding, Birmingham B44 0LE, UK",https://maps.google.com/?cid=4371560495732323651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,aesthetic clinics,Creed Aesthetics,,0121 714 8411,,http://www.creedaesthetics.co.uk/,,5,5,Only 5 reviews,Google Places,,New,,,"Art Quarter, 14-16 Allison St, Birmingham B5 5TH, UK",https://maps.google.com/?cid=15503233372328156651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Birmingham,accountants,TaxAssist Accountants,,0121 725 4125,,https://www.taxassist.co.uk/accountants/birmingham-aston/?utm_source=google&utm_medium=google_my_business&utm_campaign=local,,5,5,Only 5 reviews,Google Places,,New,,,"Faraday Wharf, Holt St, Birmingham B7 4BB, UK",https://maps.google.com/?cid=1311736078207132900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,Bristol Builders Network,,0800 083 0080,,https://www.buildersbristol.net/,,4.3,6,Only 6 reviews,Google Places,,New,,,"3rd Floor, The Old Stock Exchange, 34 St Nicholas St, Bristol BS1 1TG, UK",https://maps.google.com/?cid=17389309643810649919&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,A and L Building Services - Builders Portishead,,07587 698645,ron@alsbuildingservices.co.uk,http://www.alsconstructionservices.co.uk/,,4.3,6,Only 6 reviews,Google Places,,New,,,"10b High St, Shirehampton, Bristol BS11 0DP, UK",https://maps.google.com/?cid=4584360738073012256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,The Build Bristol Group,,07809 568899,enquiries@thebuildbristolgroup.com,https://thebuildbristolgroup.com/,,4.3,6,Only 6 reviews,Google Places,,New,,,"7 Charles Rd, Filton, Bristol BS34 7ES, UK",https://maps.google.com/?cid=4657935205374134464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,TRJ Building Solutions ltd,,0117 379 0107,,https://trjbuilding.com/,,5,6,Only 6 reviews,Google Places,,New,,,"Whiteladies Business Centre, 12 Whiteladies Rd, Clifton, Bristol BS8 1PD, UK",https://maps.google.com/?cid=10116149263719590691&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,builders,Renovate Bristol,,07904 308873,,https://www.renovatebristol.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"55 Headley Ln, Bristol BS13 7QL, UK",https://maps.google.com/?cid=7120090255358942538&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,landscapers,Alicia Savage Gardens,,07503 193447,alicia@aliciasavagegardens.com,http://aliciasavagegardens.com/,,5,6,Only 6 reviews,Google Places,,New,,,"23, First Floor Flat, St John's Rd, Clifton, Bristol BS8 2EY, UK",https://maps.google.com/?cid=15183062746318124138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,landscapers,Alder landscaping,,07720 846501,,http://www.ashchildroof.shop/,,4.3,6,Only 6 reviews,Google Places,,New,,,"FLAT 3, 271 North St, Southville, Bristol BS3 1JN, UK",https://maps.google.com/?cid=11633304444106263660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,landscapers,Beaumont Landscaping,,07581 043973,,https://www.beaumontlandscaping.co.uk/contact,,5,6,Only 6 reviews,Google Places,,New,,,"5 Dundry Ln, Bristol BS41 8JH, UK",https://maps.google.com/?cid=2852926297864955101&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,aesthetic clinics,Bristol Skin Clinic,,0117 904 5131,,http://www.bristolskinclinic.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"99 Henleaze Rd, Henleaze, Bristol BS9 4JP, UK",https://maps.google.com/?cid=16493380719408981174&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,gyms,The train station gym Bristol,,07429 982947,ttsgym@outlook.com,http://thetrainstationbristol.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"Unit 9, Trubodys Yard, London Rd, Warmley, Bristol BS30 5NA, UK",https://maps.google.com/?cid=12625034613120275730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,gyms,Powersports Gym,,0117 904 2336,info@powersportsgym.co.uk,http://powersportsgym.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"15 Hampton Ln, Redland, Bristol BS6 6LE, UK",https://maps.google.com/?cid=16372619286350843400&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,accountants,Corrigan Accountants,,0117 928 1970,info@corrigan.co.uk,http://www.corrigan.co.uk/,,4.3,6,Only 6 reviews,Google Places,,New,,,"First Floor, 25 King St, Bristol BS1 4PB, UK",https://maps.google.com/?cid=4258758020559519473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,accountants,Norton Accountancy Ltd,,0117 910 9858,bristol@nortonaccountancy.co.uk,http://www.nortonaccountancy.co.uk/about/bristol-accountants/,,4.3,6,Only 6 reviews,Google Places,,New,,,"7 Soundwell Rd, Bristol BS16 4QG, UK",https://maps.google.com/?cid=4369979105734607836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,accountants,Henry & Banwell Chartered Accountants,,0117 927 7301,,https://henrybanwell.co.uk/,,4.3,6,Only 6 reviews,Google Places,,New,,,"26 Berkeley Square, Bristol BS8 1HP, UK",https://maps.google.com/?cid=7494575585219098830&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,solicitors,AMD Solicitors,,0117 974 4100,,http://www.amdsolicitors.com/,,5,6,Only 6 reviews,Google Places,,New,,,"15 The Mall, Clifton, Bristol BS8 4DS, UK",https://maps.google.com/?cid=16727480603968542182&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,mortgage brokers,Family First Finance,,0800 861 1556,,http://www.familyfirstfinance.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"20 The Mall, Clifton, Bristol BS8 4DR, UK",https://maps.google.com/?cid=8590174478669327368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,AngieH Driving Academy,,07724 829090,,http://angiehdriving.wixsite.com/angiehdrivingacademy,,4.3,6,Only 6 reviews,Google Places,,New,,,"Langton Ct Rd, Brislington, Bristol BS4 4EG, UK",https://maps.google.com/?cid=5516034224329411161&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,driving schools,Cooks School of Motoring,,07904 860837,,https://cooks-schoolofmotoring.co.uk/,,4.3,6,Only 6 reviews,Google Places,,New,,,"12 Edgefield Rd, Bristol BS14 0LZ, UK",https://maps.google.com/?cid=18364378567341155138&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Emma Cleaning Company Ltd,,07424 572302,emmacleaningcompany@gmail.com,http://www.emmacleaningcompany.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"14 Thurlestone, Bristol BS14 0AR, UK",https://maps.google.com/?cid=2808859590211976640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
Bristol,cleaning companies,Shiny Green,,07957 946882,info@shinygreen.co.uk,http://www.shinygreen.co.uk/,,5,6,Only 6 reviews,Google Places,,New,,,"115A Ashley Down Rd, Bishopston, Bristol BS7 9JT, UK",https://maps.google.com/?cid=17924890281722336329&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
